source_id,career,career_family,riasec_profile,institution,institution_type,management_type,location,duration_years,monthly_income,annual_cost,admission_rate,duration_measured,income_measured,cost_measured,admission_measured
4390,Administración,Administración de Empresas,ECS,Universidad de Lima,Universidad,Privada,Lima,5,4783,4260,33,true,true,false,true
4426,Administración,Administración de Empresas,ECS,Universidad de San Martín de Porres,Universidad,Privada,Lima,5,2969,4260,90,true,true,false,false
4444,Administración,Administración de Empresas,ECS,Universidad del Pacífico,Universidad,Privada,Lima,5,5386,4260,39,true,true,false,true
445,Administración Bancaria,Administración de Empresas,CES,Blaise Pascal,Instituto,Privada,San Martín,3,1985,1665,90,true,false,false,false
449,Administración Bancaria,Administración de Empresas,CES,Buenaventura Mestanza Mori,Instituto,Privada,San Martín,3,1985,1400,90,true,false,true,false
621,Administración Bancaria,Administración de Empresas,CES,Cepeban,Instituto,Privada,San Martín,3,1985,3200,61,true,false,true,true
623,Administración Bancaria,Administración de Empresas,CES,Cepeban - Huancayo,Instituto,Privada,Junín,3,1985,3900,60,true,false,true,true
844,Administración Bancaria,Administración de Empresas,CES,Continental,Instituto,Privada,Junín,3,2198,2800,89,true,true,true,true
875,Administración Bancaria,Administración de Empresas,CES,Cuna De La Libertad Americana,Instituto,Privada,Ayacucho,3,1985,1500,87,true,false,true,true
963,Administración Bancaria,Administración de Empresas,CES,De Formación Bancaria - Arequipa,Instituto,Privada,Arequipa,3,1985,1665,90,true,false,false,false
969,Administración Bancaria,Administración de Empresas,CES,De Formación Bancaria - Chiclayo,Instituto,Privada,Lambayeque,3,1985,1665,66,true,false,false,true
975,Administración Bancaria,Administración de Empresas,CES,De Formación Bancaria Ifb,Instituto,Privada,Lima,3,2144,1665,90,true,true,false,false
980,Administración Bancaria,Administración de Empresas,CES,De Formación Empresarial en Computación e Informática - ITEC,Instituto,Privada,Junín,3,1985,2200,80,true,false,true,true
1040,Administración Bancaria,Administración de Empresas,CES,Del Norte S.A.C.,Instituto,Privada,La Libertad,3,1905,3310,90,true,true,true,false
1315,Administración Bancaria,Administración de Empresas,CES,Fibonacci,Instituto,Privada,Huánuco,3,1985,1665,90,true,false,false,false
1729,Administración Bancaria,Administración de Empresas,CES,Ipemec,Instituto,Privada,Lima,3,1985,1665,90,true,false,false,false
2601,Administración Bancaria,Administración de Empresas,CES,Nueva Generación,Instituto,Privada,Ucayali,3,1985,1665,27,true,false,false,true
3117,Administración Bancaria,Administración de Empresas,CES,San José Oriol,Instituto,Privada,Arequipa,3,2054,400,90,true,true,true,false
3267,Administración Bancaria,Administración de Empresas,CES,Santa Rosa,Instituto,Privada,Lima,3,1985,1665,90,true,false,false,false
3594,Administración Bancaria,Administración de Empresas,CES,Tuinen Star,Instituto,Privada,Cusco,3,1985,2200,80,true,false,true,true
608,Administración Bancaria por Competencias,Administración de Empresas,CES,Centro Peruano de Estudios Bancarios - CEPEBAN,Instituto,Privada,Lima,3,1985,4700,90,true,true,true,false
640,Administración Bancaria y Financiera,Administración de Empresas,CES,Cesca,Instituto,Privada,Lima,3,1804,3200,90,true,true,true,false
1059,Administración Bancaria y Financiera,Administración de Empresas,CES,Del Sur,Instituto,Privada,Arequipa,3,2156,3800,84,true,true,true,true
1379,Administración Bancaria y Financiera,Administración de Empresas,CES,Futuro del Sur - El Carmen,Instituto,Privada,Arequipa,3,1985,1500,83,true,false,true,true
1455,Administración Bancaria y Financiera,Administración de Empresas,CES,Harvar,Instituto,Privada,La Libertad,3,1985,150,87,true,false,true,true
1608,Administración Bancaria y Financiera,Administración de Empresas,CES,Idat,Instituto,Privada,Lima,3,1872,4350,90,true,true,true,false
2124,Administración Bancaria y Financiera,Administración de Empresas,CES,La Pontificia,Instituto,Privada,Ayacucho,3,1985,1665,89,true,false,false,true
2131,Administración Bancaria y Financiera,Administración de Empresas,CES,La Pontificia - Andahuaylas,Instituto,Privada,Apurímac,3,1985,1665,90,true,false,false,false
2782,Administración Bancaria y Financiera,Administración de Empresas,CES,Peruano de Sistemas Sise,Instituto,Privada,Lima,3,1958,1665,90,true,true,false,false
3411,Administración Bancaria y Financiera,Administración de Empresas,CES,Sise - Trujillo,Instituto,Privada,La Libertad,3,1985,2748,90,true,false,true,false
3419,Administración Bancaria y Financiera,Administración de Empresas,CES,Sistemas y Administracion Moderna - ESSAM,Instituto,Privada,Arequipa,3,1985,1665,50,true,false,false,true
3499,Administración Bancaria y Financiera,Administración de Empresas,CES,Tecsel,Instituto,Privada,San Martín,3,1985,270,90,true,false,true,false
581,Administración Hotelera,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Cenfotur-Centro de Formación en Turismo,Instituto,Pública,Lima,3,2346,6700,90,true,true,true,false
1758,Administración Hotelera,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Isotur,Instituto,Privada,Lima,3,2087,3350,85,true,false,true,true
2179,Administración Hotelera,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Le Cordon Bleu Perú,Instituto,Privada,Lima,3,2087,2200,90,true,true,false,false
5904,Administración Hotelera,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad San Ignacio de Loyola,Universidad,Privada,Lima,5,2761,153,29,true,true,false,true
5571,Administración Hotelera y Ecoturismo,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad Peruana Simón Bolívar,Universidad,Privada,Lima,5,2008,153,74,true,false,false,true
4105,Administración Hotelera y de Servicios,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad Católica Santo Toribio De Mogrovejo,Universidad,Privada,Lambayeque,5,1827,153,84,true,true,false,true
964,Administración Logística,Administración de Empresas,ECR,De Formación Bancaria - Arequipa,Instituto,Privada,Arequipa,3,1985,1665,90,true,false,false,false
970,Administración Logística,Administración de Empresas,ECR,De Formación Bancaria - Chiclayo,Instituto,Privada,Lambayeque,3,1985,1665,90,true,false,false,false
976,Administración Logística,Administración de Empresas,ECR,De Formación Bancaria Ifb,Instituto,Privada,Lima,3,2144,1665,90,true,true,false,false
1670,Administración Logística,Administración de Empresas,ECR,Instituto Peruano de Administración de Empresas - Ipae,Instituto,Privada,Lima,3,2065,7980,90,true,true,true,false
1679,Administración Logística,Administración de Empresas,ECR,Instituto Peruano de Administración de Empresas Ipae - Piura,Instituto,Privada,Piura,3,1985,4680,90,true,false,true,false
5108,Administración Pública,Administración Pública,ESC,Universidad Nacional Federico Villarreal,Universidad,Pública,Lima,5,3138,142,34,true,true,true,true
6005,Administración Pública,Administración Pública,ESC,Universidad Señor de Sipán,Universidad,Privada,Lambayeque,5,3138,120,89,true,false,false,true
535,Administración Rural,Agropecuaria,RIE,Casa Taller Medio Ambiente Y Desarrollo,Instituto,Privada,Cusco,3,2366,1200,90,true,false,true,false
28,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Abaco - Cusco,Instituto,Privada,Cusco,3,2087,1940,90,true,false,true,true
580,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Cenfotur-Centro de Formación en Turismo,Instituto,Pública,Lima,3,2346,6350,84,true,true,true,true
1671,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Instituto Peruano de Administración de Empresas - Ipae,Instituto,Privada,Lima,3,2087,9324,90,true,false,true,false
1680,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Instituto Peruano de Administración de Empresas Ipae - Piura,Instituto,Privada,Piura,3,2087,990,88,true,false,true,false
1692,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Instituto Peruano de Administración de Empresas Ipae-Iquitos,Instituto,Privada,Loreto,3,2087,5040,90,true,false,true,false
4023,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad Católica Los Ángeles de Chimbote,Universidad,Privada,Ayacucho,5,2095,153,78.5,false,true,false,false
4054,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad Católica Los Ángeles de Chimbote,Universidad,Privada,Lambayeque,5,2095,153,78.5,false,true,false,false
4061,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad Católica Los Ángeles de Chimbote,Universidad,Privada,Lima,5,2095,153,78.5,false,true,false,false
4079,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad Católica Los Ángeles de Chimbote,Universidad,Privada,Tumbes,5,2095,153,78.5,false,true,false,false
4010,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad Católica Los Ángeles de Chimbote,Universidad,Privada,Áncash,5,2095,153,80,true,true,false,true
3998,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad Católica de Trujillo Benedicto XVI,Universidad,Privada,La Libertad,5,2008,153,78.5,false,false,false,false
4384,Administración Turística,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad de Lambayeque,Universidad,Privada,Lambayeque,5,2008,153,90,true,false,false,false
4517,Administración Turística Hotelera,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad José Carlos Mariátegui,Universidad,Privada,Moquegua,5,2008,2680,71,true,false,true,true
5690,Administración Turística Hotelera,"Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad Privada de Tacna,Universidad,Privada,Tacna,5,2008,4984,41,true,false,true,true
5650,"Administración Turística, Hotelera y Gastronómica","Administración de Servicios Turísticos, Hotelería y Gastronomía",ESR,Universidad Privada Antonio Guillermo Urrelo,Universidad,Privada,Cajamarca,5,2008,153,90,true,false,false,false
754,Administración de Banca y Finanzas,Administración de Empresas,CES,Cibertec,Instituto,Privada,Lima,3,2137,7452,90,true,true,true,false
5472,Administración de Banca y Finanzas,Administración de Empresas,CES,Universidad Peruana de Ciencias Aplicadas,Universidad,Privada,Lima,5,4248,4260,70,false,true,false,false
5740,Administración de Banca y Finanzas,Administración de Empresas,CES,Universidad Privada del Norte,Universidad,Privada,La Libertad,5,2593,6430,70,true,true,true,false
5778,Administración de Banca y Finanzas,Administración de Empresas,CES,Universidad Privada del Norte,Universidad,Privada,Lima,5,2593,4260,70,false,true,false,false
6035,Administración de Banca y Finanzas,Administración de Empresas,CES,Universidad Tecnológica del Perú,Universidad,Privada,Arequipa,5,2465,4260,70,false,true,false,false
6054,Administración de Banca y Finanzas,Administración de Empresas,CES,Universidad Tecnológica del Perú,Universidad,Privada,Lima,5,2465,6680,90,true,true,true,false
30,Administración de Empresas,Administración de Empresas,ECS,Abaco - Piura,Instituto,Privada,Piura,3,1985,1665,90,true,false,false,false
44,Administración de Empresas,Administración de Empresas,ECS,Acción Comunitaria,Instituto,Privada,Callao,3,1985,1470,36,true,false,true,true
112,Administración de Empresas,Administración de Empresas,ECS,Alas Peruanas - Piura,Instituto,Privada,Piura,3,1985,1620,90,true,false,true,false
211,Administración de Empresas,Administración de Empresas,ECS,Amazónico,Instituto,Privada,San Martín,3,1985,1665,90,true,false,false,false
235,Administración de Empresas,Administración de Empresas,ECS,American Institute,Instituto,Privada,Lambayeque,3,1985,1720,90,true,false,true,false
238,Administración de Empresas,Administración de Empresas,ECS,American System,Instituto,Privada,Loreto,3,1985,1780,90,true,false,true,false
275,Administración de Empresas,Administración de Empresas,ECS,Andrew Pietowsky,Instituto,Privada,Arequipa,3,1985,1665,86,true,false,false,true
288,Administración de Empresas,Administración de Empresas,ECS,Antonio Lorena,Instituto,Privada,Cusco,3,1985,1360,90,true,false,true,false
303,Administración de Empresas,Administración de Empresas,ECS,Antonio Raimondi,Instituto,Privada,Ucayali,3,1985,1665,90,true,false,false,false
334,Administración de Empresas,Administración de Empresas,ECS,Argentina,Instituto,Pública,Lima,3,2138,300,90,true,true,true,false
442,Administración de Empresas,Administración de Empresas,ECS,Bitec,Instituto,Privada,Áncash,3,1985,1630,90,true,false,true,false
450,Administración de Empresas,Administración de Empresas,ECS,Buenaventura Mestanza Mori,Instituto,Privada,San Martín,3,1985,1400,90,true,false,true,false
484,Administración de Empresas,Administración de Empresas,ECS,Cap Fap José Abelardo Quiñones,Instituto,Pública,Tumbes,3,1985,240,49,true,false,true,true
504,Administración de Empresas,Administración de Empresas,ECS,Carlos Cueto Fernandini,Instituto,Pública,Lima,3,1634,480,6,true,true,true,true
515,Administración de Empresas,Administración de Empresas,ECS,Carlos Laborde,Instituto,Pública,Ucayali,3,1985,100,45,true,false,true,true
541,Administración de Empresas,Administración de Empresas,ECS,Catalina Buendía De Pecho,Instituto,Pública,Ica,3,1985,426,34,true,false,true,true
570,Administración de Empresas,Administración de Empresas,ECS,Celendín,Instituto,Privada,Cajamarca,3,1985,1100,80,true,false,true,true
609,Administración de Empresas,Administración de Empresas,ECS,Centro Peruano de Estudios Bancarios - CEPEBAN,Instituto,Privada,Lima,3,1985,4700,90,true,true,true,false
613,Administración de Empresas,Administración de Empresas,ECS,Cepea,Instituto,Privada,Lima,3,2001,2600,90,true,true,true,false
652,Administración de Empresas,Administración de Empresas,ECS,Cesde (Centro de enseñanza Superior para el Desarrollo),Instituto,Privada,Ayacucho,3,1985,1665,89,true,false,false,true
659,Administración de Empresas,Administración de Empresas,ECS,Cetcoi,Instituto,Privada,Cusco,3,1985,1800,60,true,false,true,true
740,Administración de Empresas,Administración de Empresas,ECS,Christian Barnard,Instituto,Privada,Callao,3,1985,1665,90,true,false,false,false
755,Administración de Empresas,Administración de Empresas,ECS,Cibertec,Instituto,Privada,Lima,3,2137,7452,90,true,true,true,false
786,Administración de Empresas,Administración de Empresas,ECS,Ciro Alegría Bazán,Instituto,Pública,La Libertad,3,1985,180,87,true,false,true,true
813,Administración de Empresas,Administración de Empresas,ECS,Computer Master,Instituto,Privada,Ica,3,1985,1720,90,true,false,true,false
819,Administración de Empresas,Administración de Empresas,ECS,Computrón,Instituto,Privada,Cajamarca,3,1985,210,90,true,false,true,false
824,Administración de Empresas,Administración de Empresas,ECS,Computrón,Instituto,Privada,Lima,3,1985,3400,72,true,false,true,true
883,Administración de Empresas,Administración de Empresas,ECS,Cutervo,Instituto,Pública,Cajamarca,3,1985,220,59,true,false,true,true
912,Administración de Empresas,Administración de Empresas,ECS,De Administración y Promotoria Empresarial - INAPE,Instituto,Privada,Arequipa,3,1985,1665,90,true,false,false,false
915,Administración de Empresas,Administración de Empresas,ECS,De Avance Tecnológico y Científico - ISATEC,Instituto,Privada,Lambayeque,3,1985,1665,83,true,false,false,true
944,Administración de Empresas,Administración de Empresas,ECS,De Emprendedores - Lima,Instituto,Privada,Lima,3,1985,6080,90,true,false,true,false
951,Administración de Empresas,Administración de Empresas,ECS,De Emprendedores Isag,Instituto,Privada,Lambayeque,4,1985,1665,90,true,false,false,false
988,Administración de Empresas,Administración de Empresas,ECS,De Investigaciones Industriales,Instituto,Privada,Cajamarca,3,1985,1665,90,true,false,false,false
1041,Administración de Empresas,Administración de Empresas,ECS,Del Norte S.A.C.,Instituto,Privada,La Libertad,3,1905,3310,90,true,true,true,false
1157,Administración de Empresas,Administración de Empresas,ECS,El Buen Pastor,Instituto,Privada,Lima,3,1685,1665,90,true,true,false,false
1191,Administración de Empresas,Administración de Empresas,ECS,Enrique López Albujar,Instituto,Pública,Lambayeque,3,1985,180,77,true,false,true,true
1226,Administración de Empresas,Administración de Empresas,ECS,Esdit,Instituto,Privada,Arequipa,3,1985,1665,90,true,false,false,false
1290,Administración de Empresas,Administración de Empresas,ECS,Felipe Alva y Alva,Instituto,Pública,Cajamarca,3,1985,100,90,true,false,true,false
1337,Administración de Empresas,Administración de Empresas,ECS,Francisco Antonio de Zela,Instituto,Privada,Tacna,3,1985,1710,89,true,false,true,true
1360,Administración de Empresas,Administración de Empresas,ECS,Franklin Roosevelt,Instituto,Privada,Junín,3,1985,1360,90,true,false,true,false
1380,Administración de Empresas,Administración de Empresas,ECS,Futuro del Sur - El Carmen,Instituto,Privada,Arequipa,3,1985,1500,86,true,false,true,true
1298,Administración de Empresas,Administración de Empresas,ECS,Félix de la Rosa Reátegui y Gaviria,Instituto,Privada,San Martín,3,1922,1665,90,true,true,false,false
1412,Administración de Empresas,Administración de Empresas,ECS,Gilda Liliana Ballivian Rosado,Instituto,Pública,Lima,3,1860,760,33,true,true,true,true
1408,Administración de Empresas,Administración de Empresas,ECS,Génova,Instituto,Privada,Lima,3,1985,2100,52,true,false,true,true
1609,Administración de Empresas,Administración de Empresas,ECS,Idat,Instituto,Privada,Lima,3,1872,4300,90,true,true,true,false
1625,Administración de Empresas,Administración de Empresas,ECS,Idat Chiclayo,Instituto,Privada,Lambayeque,3,1985,310,55,true,false,true,true
1663,Administración de Empresas,Administración de Empresas,ECS,Instituto Peruano de Acción Empresarial Ipae- Chiclayo,Instituto,Privada,Lambayeque,3,1985,4320,90,true,false,true,false
1668,Administración de Empresas,Administración de Empresas,ECS,Instituto Peruano de Administración de Empresas - Ipae,Instituto,Privada,Lima,3,2065,7980,90,true,true,true,false
1677,Administración de Empresas,Administración de Empresas,ECS,Instituto Peruano de Administración de Empresas Ipae - Piura,Instituto,Privada,Piura,3,1985,4680,90,true,false,true,false
1684,Administración de Empresas,Administración de Empresas,ECS,Instituto Peruano de Administración de Empresas Ipae-Ica,Instituto,Privada,Ica,3,1985,4680,90,true,false,true,false
1690,Administración de Empresas,Administración de Empresas,ECS,Instituto Peruano de Administración de Empresas Ipae-Iquitos,Instituto,Privada,Loreto,3,1985,5040,90,true,false,true,false
